STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
         44;20190516;-999;-999;-999;    3;   2.8;   4;    1.000;-999;  -999;   9.0;    -999;   10.3;   71.13;   13.3;    7.9;    7.2;eor
         44;20190517;-999;-999;-999;    3;   0.0;   0;    0.850;-999;  -999;  11.7;    -999;   12.3;   82.42;   15.3;    8.8;    4.2;eor
         44;20190518;-999;-999;-999;    3;   0.0;   0;   13.583;-999;  -999;  11.6;    -999;   16.1;   67.33;   23.5;    7.7;    4.1;eor
         44;20190519;-999;-999;-999;    3;   1.3;   4;    8.383;-999;  -999;  13.9;    -999;   16.2;   77.79;   24.2;    9.4;    5.2;eor
         44;20190520;-999;-999;-999;    3;   0.5;   4;    5.800;-999;  -999;  16.0;    -999;   16.2;   87.71;   23.1;   12.0;   10.8;eor
         44;20190521;-999;-999;-999;    3;   0.2;   4;    0.100;-999;  -999;  14.1;    -999;   13.4;   91.75;   16.6;   10.8;   10.9;eor
         44;20190522;-999;-999;-999;    3;   0.0;   0;    4.933;-999;  -999;  11.3;    -999;   12.1;   81.04;   17.9;    6.0;    2.9;eor
         44;20190523;-999;-999;-999;    3;   0.0;   0;   11.950;-999;  -999;   9.2;    -999;   14.2;   61.79;   22.0;    3.1;    0.4;eor
         44;20190524;-999;-999;-999;    3;   0.0;   0;   12.633;-999;  -999;  10.6;    -999;   15.0;   66.83;   23.7;    6.2;    3.5;eor
         44;20190525;-999;-999;-999;    3;   0.0;   0;    3.233;-999;  -999;  10.6;    -999;   11.6;   77.88;   16.4;    5.5;    3.6;eor
         44;20190526;-999;-999;-999;    3;   2.7;   4;    1.317;-999;  -999;  13.1;    -999;   15.2;   76.63;   21.4;    5.8;    4.5;eor
         44;20190527;-999;-999;-999;    3;   0.0;   0;    6.033;-999;  -999;  12.0;    -999;   14.2;   75.17;   18.1;    8.3;    5.7;eor
         44;20190528;-999;-999;-999;    3;   0.0;   0;    7.200;-999;  -999;   9.5;    -999;   11.7;   70.71;   17.3;    5.2;    2.9;eor
         44;20190529;-999;-999;-999;    3;   0.0;   0;    9.767;-999;  -999;   8.2;    -999;   11.6;   63.25;   18.2;    2.4;    0.0;eor
         44;20190530;-999;-999;-999;    3;   1.2;   4;    0.283;-999;  -999;  13.5;    -999;   15.6;   74.08;   19.7;   10.8;    8.2;eor
         44;20190531;-999;-999;-999;    3;   0.0;   0;    4.117;-999;  -999;  16.1;    -999;   18.7;   76.42;   23.9;   11.9;    8.9;eor
         44;20190601;-999;-999;-999;    3;   0.0;   0;   12.517;-999;  -999;  14.7;    -999;   18.2;   72.54;   26.1;   11.1;    8.1;eor
         44;20190602;-999;-999;-999;    3;   0.9;   4;   11.633;-999;  -999;  15.4;    -999;   22.5;   60.92;   30.9;   11.5;    8.0;eor
         44;20190603;-999;-999;-999;    3;   4.3;   4;    2.250;-999;  -999;  16.8;    -999;   18.0;   81.75;   23.6;   11.5;    9.6;eor
         44;20190604;-999;-999;-999;    3;   0.0;   0;    9.517;-999;  -999;  16.8;    -999;   18.9;   78.25;   24.1;   10.7;    8.7;eor
         44;20190605;-999;-999;-999;    3;   1.0;   4;   10.550;-999;  -999;  18.0;    -999;   22.6;   67.00;   28.0;   18.0;   14.5;eor
         44;20190606;-999;-999;-999;    3;   1.0;   4;    1.133;-999;  -999;  15.0;    -999;   16.0;   82.88;   20.9;   10.1;    7.5;eor
         44;20190607;-999;-999;-999;    3;   0.8;   4;   12.683;-999;  -999;  13.0;    -999;   17.1;   68.96;   23.9;    8.9;    5.1;eor
         44;20190608;-999;-999;-999;    3;   3.1;   4;    3.083;-999;  -999;  11.4;    -999;   14.6;   68.83;   17.1;   11.8;    9.9;eor
         44;20190609;-999;-999;-999;    3;   0.1;   4;   11.567;-999;  -999;  11.4;    -999;   16.4;   64.17;   23.1;    9.9;    7.5;eor
