STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
         78;20190528;-999;-999;-999;    3;   2.6;   4;-999;-999;  -999;  10.1;    -999;   10.8;   77.83;   14.1;    4.1;    1.2;eor
         78;20190529;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   7.8;    -999;   10.9;   64.38;   18.7;    1.8;   -0.5;eor
         78;20190530;-999;-999;-999;    3;   0.8;   4;-999;-999;  -999;  12.9;    -999;   15.4;   72.38;   19.2;    9.1;    5.5;eor
         78;20190531;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.7;    -999;   18.5;   70.42;   24.0;   10.9;    8.2;eor
         78;20190601;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.0;    -999;   18.6;   68.67;   26.7;    9.7;    7.3;eor
         78;20190602;-999;-999;-999;    3;   1.4;   4;-999;-999;  -999;  14.9;    -999;   22.5;   60.54;   31.3;   12.2;    9.7;eor
         78;20190603;-999;-999;-999;    3;   5.0;   4;-999;-999;  -999;  16.2;    -999;   18.5;   76.83;   23.6;   12.9;   10.8;eor
         78;20190604;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.3;    -999;   19.7;   76.88;   24.4;   12.4;   10.9;eor
         78;20190605;-999;-999;-999;    3;   0.2;   4;-999;-999;  -999;  16.8;    -999;   22.7;   61.92;   27.9;   18.3;   15.8;eor
         78;20190606;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.6;    -999;   15.6;   76.92;   21.2;    8.3;    5.9;eor
         78;20190607;-999;-999;-999;    3;   1.6;   4;-999;-999;  -999;  12.5;    -999;   16.2;   70.29;   24.2;    7.4;    4.5;eor
         78;20190608;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;  10.2;    -999;   15.1;   59.58;   19.6;   11.8;    9.3;eor
         78;20190609;-999;-999;-999;    3;   0.8;   4;-999;-999;  -999;  10.2;    -999;   16.3;   58.42;   22.7;    9.0;    5.2;eor
         78;20190610;-999;-999;-999;    3;   8.1;   4;-999;-999;  -999;  15.3;    -999;   17.7;   76.33;   24.9;   13.1;   11.8;eor
         78;20190611;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;  15.1;    -999;   16.9;   80.13;   22.0;   13.6;   12.4;eor
         78;20190612;-999;-999;-999;    3;   8.7;   4;-999;-999;  -999;  15.6;    -999;   15.5;   88.21;   18.3;    9.9;    8.0;eor
         78;20190613;-999;-999;-999;    3;   1.3;   4;-999;-999;  -999;  11.9;    -999;   15.6;   70.50;   21.2;    9.3;    7.1;eor
         78;20190614;-999;-999;-999;    3;   5.4;   4;-999;-999;  -999;  14.0;    -999;   19.4;   64.79;   26.5;    9.7;    7.8;eor
         78;20190615;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  16.8;    -999;   18.1;   81.33;   21.5;   11.6;    9.7;eor
         78;20190616;-999;-999;-999;    3;   0.2;   4;-999;-999;  -999;  13.9;    -999;   17.1;   74.00;   23.7;   10.6;    9.0;eor
         78;20190617;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.1;    -999;   19.1;   67.88;   26.6;   10.8;    8.6;eor
         78;20190618;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.8;    -999;   22.3;   62.75;   28.9;   13.8;   11.7;eor
         78;20190619;-999;-999;-999;    3;  15.8;   4;-999;-999;  -999;  17.7;    -999;   21.5;   72.29;   30.3;   14.5;   12.5;eor
         78;20190620;-999;-999;-999;    3;   4.2;   4;-999;-999;  -999;  16.8;    -999;   18.0;   82.33;   22.3;   13.6;   12.5;eor
         78;20190621;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.4;    -999;   16.6;   73.25;   22.4;   11.6;    9.4;eor
         78;20190622;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.0;    -999;   17.5;   67.25;   23.7;   10.3;    7.7;eor
         78;20190623;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.3;    -999;   20.8;   60.88;   27.8;   12.9;   11.6;eor
         78;20190624;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.6;    -999;   23.6;   55.63;   30.0;   16.0;   13.6;eor
         78;20190625;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  18.1;    -999;   26.0;   57.75;   35.0;   16.2;   14.3;eor
         78;20190626;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  19.7;    -999;   23.2;   69.21;   28.6;   14.8;   14.2;eor
         78;20190627;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.4;    -999;   15.9;   68.71;   20.0;   12.3;   12.4;eor
         78;20190628;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.3;    -999;   17.3;   64.13;   24.0;   12.8;    9.6;eor
         78;20190629;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.3;    -999;   21.9;   57.96;   32.5;   10.7;    8.0;eor
         78;20190630;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.2;    -999;   23.4;   55.29;   33.0;   14.2;   11.1;eor
         78;20190701;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.9;    -999;   18.6;   62.42;   25.1;   12.6;    9.8;eor
         78;20190702;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.1;    -999;   16.0;   62.88;   21.0;    8.0;    5.2;eor
         78;20190703;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.7;    -999;   13.8;   64.96;   20.3;    6.7;    3.6;eor
         78;20190704;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  10.6;    -999;   16.0;   61.50;   23.2;    5.8;    2.9;eor
         78;20190705;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.9;    -999;   18.4;   62.38;   23.2;   12.1;    9.2;eor
         78;20190706;-999;-999;-999;    3;   2.8;   4;-999;-999;  -999;  13.9;    -999;   15.5;   80.21;   22.2;   10.0;    7.8;eor
         78;20190707;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;  10.7;    -999;   13.2;   72.00;   17.8;    7.6;    4.6;eor
         78;20190708;-999;-999;-999;    3;   0.7;   4;-999;-999;  -999;  10.8;    -999;   13.0;   72.38;   17.0;    8.5;    5.8;eor
         78;20190709;-999;-999;-999;    3;   1.1;   4;-999;-999;  -999;  11.4;    -999;   13.6;   74.08;   18.7;    7.9;    4.9;eor
         78;20190710;-999;-999;-999;    3;   0.2;   4;-999;-999;  -999;  10.9;    -999;   13.9;   71.29;   19.8;    6.1;    3.5;eor
         78;20190711;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;  15.4;    -999;   15.9;   85.50;   20.2;   12.5;   11.7;eor
         78;20190712;-999;-999;-999;    3;   5.3;   4;-999;-999;  -999;  16.6;    -999;   16.7;   88.04;   23.0;   13.6;   13.2;eor
         78;20190713;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;  14.9;    -999;   16.2;   81.54;   20.5;   12.9;   12.7;eor
         78;20190714;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  13.2;    -999;   14.1;   82.42;   16.8;   12.0;   11.6;eor
         78;20190715;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.1;    -999;   14.8;   73.17;   19.6;   12.0;    8.7;eor
         78;20190716;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.9;    -999;   14.7;   82.63;   17.4;   12.8;   12.7;eor
         78;20190717;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.7;    -999;   16.9;   73.04;   21.9;   11.2;    8.9;eor
         78;20190718;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;  13.2;    -999;   19.2;   63.25;   26.1;    9.1;    6.8;eor
         78;20190719;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.9;    -999;   20.1;   65.04;   25.8;   14.1;   11.7;eor
         78;20190720;-999;-999;-999;    3;   7.7;   4;-999;-999;  -999;  16.5;    -999;   18.9;   78.04;   28.7;   13.4;   11.1;eor
         78;20190721;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.0;    -999;   18.9;   71.21;   24.5;   12.6;   10.5;eor
         78;20190722;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.9;    -999;   20.3;   68.88;   27.9;   12.2;   10.3;eor
         78;20190723;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.0;    -999;   24.2;   62.08;   33.5;   14.6;   12.7;eor
         78;20190724;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.2;    -999;   27.2;   52.79;   36.4;   17.3;   14.5;eor
         78;20190725;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.6;    -999;   29.9;   46.79;   39.2;   19.2;   16.8;eor
         78;20190726;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.7;    -999;   27.4;   44.67;   33.9;   21.0;   17.5;eor
         78;20190727;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.5;    -999;   25.2;   46.88;   31.3;   18.2;   16.8;eor
         78;20190728;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  16.7;    -999;   23.4;   59.96;   30.3;   17.2;   16.0;eor
         78;20190729;-999;-999;-999;    3;   0.7;   4;-999;-999;  -999;  17.0;    -999;   20.8;   70.38;   26.6;   16.1;   13.2;eor
         78;20190730;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;  14.4;    -999;   23.0;   56.21;   31.1;   13.1;   10.7;eor
         78;20190731;-999;-999;-999;    3;   1.4;   4;-999;-999;  -999;  15.9;    -999;   18.5;   76.38;   24.5;   12.7;   10.4;eor
         78;20190801;-999;-999;-999;    3;   2.6;   4;-999;-999;  -999;  15.0;    -999;   17.8;   76.83;   26.1;   11.4;    9.2;eor
         78;20190802;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  15.6;    -999;   18.6;   75.46;   25.9;   12.8;   11.3;eor
         78;20190803;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.6;    -999;   17.9;   77.38;   22.7;   13.1;   10.6;eor
         78;20190804;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.4;    -999;   19.9;   64.33;   25.9;   14.9;   14.3;eor
         78;20190805;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  16.5;    -999;   20.4;   70.04;   27.4;   15.8;   14.8;eor
         78;20190806;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.1;    -999;   19.8;   63.13;   25.7;   13.3;   10.9;eor
         78;20190807;-999;-999;-999;    3;   0.0;   4;-999;-999;  -999;  13.8;    -999;   19.0;   64.63;   24.7;   12.4;    9.5;eor
         78;20190808;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.3;    -999;   18.2;   65.50;   25.1;   11.4;    8.3;eor
         78;20190809;-999;-999;-999;    3;   4.0;   4;-999;-999;  -999;  17.7;    -999;   18.2;   83.42;   24.4;   10.1;    7.4;eor
         78;20190810;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  15.3;    -999;   21.3;   61.17;   25.4;   18.5;   16.3;eor
         78;20190811;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.7;    -999;   19.8;   51.25;   24.7;   15.8;   12.9;eor
         78;20190812;-999;-999;-999;    3;   3.1;   4;-999;-999;  -999;  12.7;    -999;   17.0;   69.42;   24.7;   10.7;    6.9;eor
         78;20190813;-999;-999;-999;    3;   3.8;   4;-999;-999;  -999;  12.9;    -999;   13.8;   82.58;   18.8;    9.2;    6.7;eor
         78;20190814;-999;-999;-999;    3;   2.9;   4;-999;-999;  -999;  11.3;    -999;   15.6;   68.46;   22.6;    8.4;    5.9;eor
         78;20190815;-999;-999;-999;    3;   6.9;   4;-999;-999;  -999;  16.6;    -999;   16.3;   89.38;   21.2;   13.1;   12.8;eor
         78;20190816;-999;-999;-999;    3;   0.6;   4;-999;-999;  -999;  14.1;    -999;   17.5;   72.00;   22.3;   13.1;   11.3;eor
         78;20190817;-999;-999;-999;    3;  21.0;   4;-999;-999;  -999;  17.5;    -999;   18.0;   84.75;   20.3;   15.8;   14.8;eor
         78;20190818;-999;-999;-999;    3;   3.8;   4;-999;-999;  -999;  16.9;    -999;   15.7;   94.63;   17.2;   13.8;   12.1;eor
         78;20190819;-999;-999;-999;    3;   1.9;   4;-999;-999;  -999;  13.9;    -999;   16.3;   77.50;   22.2;   11.2;    9.7;eor
         78;20190820;-999;-999;-999;    3;   1.3;   4;-999;-999;  -999;  13.3;    -999;   15.2;   80.00;   22.4;    9.8;    7.6;eor
         78;20190821;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.2;    -999;   15.6;   72.96;   22.5;    9.2;    7.3;eor
         78;20190822;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.4;    -999;   18.3;   63.42;   26.4;    9.6;    6.7;eor
         78;20190823;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.8;    -999;   19.6;   60.46;   27.3;   10.7;    8.0;eor
         78;20190824;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.6;    -999;   21.0;   58.13;   29.4;   13.1;    9.4;eor
         78;20190825;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  16.8;    -999;   22.8;   62.83;   30.4;   13.9;   10.9;eor
         78;20190826;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  18.6;    -999;   24.8;   62.17;   32.9;   18.5;   16.2;eor
         78;20190827;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.7;    -999;   24.7;   60.79;   33.0;   16.1;   13.7;eor
         78;20190828;-999;-999;-999;    3;  24.9;   4;-999;-999;  -999;  17.9;    -999;   24.9;   60.71;   33.3;   17.9;   15.8;eor
         78;20190829;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  18.4;    -999;   19.7;   81.54;   24.6;   16.2;   14.9;eor
         78;20190830;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.8;    -999;   17.7;   76.63;   24.3;   12.6;   11.1;eor
         78;20190831;-999;-999;-999;    3;  14.5;   4;-999;-999;  -999;  17.1;    -999;   21.2;   71.79;   30.9;   12.6;   10.8;eor
         78;20190901;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  15.0;    -999;   16.6;   79.58;   19.7;    9.8;    8.5;eor
         78;20190902;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.5;    -999;   13.8;   75.21;   20.1;    8.5;    6.8;eor
         78;20190903;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  13.8;    -999;   15.6;   77.58;   20.2;   12.4;   11.4;eor
         78;20190904;-999;-999;-999;    3;   1.0;   4;-999;-999;  -999;  14.7;    -999;   16.2;   80.75;   21.0;   11.6;    9.6;eor
         78;20190905;-999;-999;-999;    3;   0.6;   4;-999;-999;  -999;  12.2;    -999;   13.2;   80.79;   17.5;    8.1;    6.3;eor
         78;20190906;-999;-999;-999;    3;   1.9;   4;-999;-999;  -999;  10.0;    -999;   13.2;   68.50;   18.5;    6.7;    4.9;eor
         78;20190907;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.6;    -999;   14.3;   78.71;   19.0;    9.7;    7.8;eor
         78;20190908;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  12.4;    -999;   12.4;   87.13;   18.2;    8.2;    6.7;eor
         78;20190909;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.3;    -999;   12.2;   81.67;   18.7;    6.1;    4.5;eor
         78;20190910;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  10.9;    -999;   12.4;   78.29;   19.6;    6.5;    4.2;eor
         78;20190911;-999;-999;-999;    3;   7.5;   4;-999;-999;  -999;  13.0;    -999;   12.9;   87.25;   19.1;    6.4;    4.5;eor
         78;20190912;-999;-999;-999;    3;   0.1;   4;-999;-999;  -999;  16.9;    -999;   17.9;   82.83;   21.8;   15.0;   14.5;eor
         78;20190913;-999;-999;-999;    3;   0.3;   4;-999;-999;  -999;  13.9;    -999;   16.3;   75.00;   20.2;    7.7;    5.0;eor
         78;20190914;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  10.6;    -999;   11.8;   79.38;   19.1;    5.3;    3.6;eor
         78;20190915;-999;-999;-999;    3;   7.3;   4;-999;-999;  -999;  12.2;    -999;   14.5;   74.33;   22.8;    7.2;    5.0;eor
         78;20190916;-999;-999;-999;    3;   3.6;   4;-999;-999;  -999;  13.5;    -999;   12.5;   93.08;   15.2;    9.3;    7.4;eor
         78;20190917;-999;-999;-999;    3;   0.9;   4;-999;-999;  -999;  10.8;    -999;   11.2;   82.42;   16.1;    8.0;    6.1;eor
         78;20190918;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.6;    -999;   10.6;   76.50;   16.3;    6.1;    4.5;eor
         78;20190919;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   8.9;    -999;    9.9;   75.63;   16.3;    4.6;    2.3;eor
         78;20190920;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.5;    -999;   10.1;   79.67;   17.7;    3.9;    1.9;eor
         78;20190921;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  10.2;    -999;   12.8;   73.13;   22.3;    5.2;    2.7;eor
         78;20190922;-999;-999;-999;    3;   0.5;   4;-999;-999;  -999;  12.2;    -999;   16.3;   68.38;   25.4;    7.2;    4.1;eor
         78;20190923;-999;-999;-999;    3;   4.8;   4;-999;-999;  -999;  16.4;    -999;   15.6;   92.58;   18.3;   10.9;    8.5;eor
         78;20190924;-999;-999;-999;    3;   4.8;   4;-999;-999;  -999;  13.7;    -999;   14.5;   84.38;   20.3;    8.1;    6.4;eor
         78;20190925;-999;-999;-999;    3;   3.8;   4;-999;-999;  -999;  15.1;    -999;   14.0;   94.42;   17.5;   10.4;    9.1;eor
         78;20190926;-999;-999;-999;    3;  12.1;   4;-999;-999;  -999;  16.9;    -999;   15.6;   94.96;   16.8;   13.1;   13.0;eor
         78;20190927;-999;-999;-999;    3;   0.3;   4;-999;-999;  -999;  14.2;    -999;   15.2;   82.50;   18.7;   13.2;   12.1;eor
         78;20190928;-999;-999;-999;    3;  11.4;   4;-999;-999;  -999;  13.9;    -999;   14.9;   81.67;   17.9;   13.8;   12.4;eor
         78;20190929;-999;-999;-999;    3;  20.2;   4;-999;-999;  -999;  15.0;    -999;   14.0;   93.21;   15.5;   12.2;   11.8;eor
         78;20190930;-999;-999;-999;    3;  15.5;   4;-999;-999;  -999;  13.2;    -999;   13.1;   87.33;   16.1;    9.6;    8.0;eor
         78;20191001;-999;-999;-999;    3;  45.0;   4;-999;   0;  -999;  14.6;    -999;   13.3;   94.67;   17.1;    8.3;    8.1;eor
         78;20191002;-999;-999;-999;    3;   1.7;   4;-999;   0;  -999;  10.1;    -999;    9.6;   85.08;   13.5;    6.5;    4.9;eor
         78;20191003;-999;-999;-999;    3;   2.9;   4;-999;   0;  -999;  11.6;    -999;   10.1;   93.38;   13.5;    6.8;    4.8;eor
         78;20191004;-999;-999;-999;    3;  10.6;   4;-999;   0;  -999;  10.9;    -999;    8.8;   96.00;    9.9;    7.4;    6.0;eor
         78;20191005;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   9.9;    -999;    8.7;   88.75;   13.2;    5.7;    4.0;eor
         78;20191006;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   9.1;    -999;    7.6;   87.42;    9.9;    5.3;    3.7;eor
         78;20191007;-999;-999;-999;    3;   5.9;   4;-999;   0;  -999;   9.1;    -999;    8.3;   82.96;   12.9;    2.0;   -0.8;eor
         78;20191008;-999;-999;-999;    3;   1.8;   4;-999;   0;  -999;  13.2;    -999;   12.2;   92.29;   14.7;   10.0;    7.2;eor
         78;20191009;-999;-999;-999;    3;   2.9;   4;-999;   0;  -999;  11.8;    -999;   11.3;   88.58;   13.0;    8.5;    7.1;eor
         78;20191010;-999;-999;-999;    3;   1.8;   4;-999;   0;  -999;  11.0;    -999;   10.5;   86.88;   14.3;    7.9;    5.9;eor
         78;20191011;-999;-999;-999;    3;   1.0;   4;-999;   0;  -999;  13.0;    -999;   13.8;   82.50;   16.5;   11.5;   10.4;eor
         78;20191012;-999;-999;-999;    3;   2.2;   4;-999;   0;  -999;  13.8;    -999;   13.7;   87.92;   16.7;   10.1;    8.5;eor
         78;20191013;-999;-999;-999;    3;   3.9;   4;-999;   0;  -999;  16.2;    -999;   16.4;   86.92;   21.2;   10.4;    9.3;eor
         78;20191014;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  14.6;    -999;   14.6;   88.21;   18.1;    9.9;    8.0;eor
         78;20191015;-999;-999;-999;    3;  13.0;   4;-999;   0;  -999;  14.9;    -999;   14.5;   90.79;   19.5;   10.1;    7.9;eor
         78;20191016;-999;-999;-999;    3;   4.8;   4;-999;   0;  -999;  13.8;    -999;   13.1;   92.08;   15.8;   11.6;   11.4;eor
         78;20191017;-999;-999;-999;    3;   3.4;   4;-999;   0;  -999;  14.9;    -999;   13.6;   95.33;   15.2;   12.9;   11.9;eor
         78;20191018;-999;-999;-999;    3;   2.2;   4;-999;   0;  -999;  12.2;    -999;   12.5;   83.71;   16.7;    9.4;    7.3;eor
         78;20191019;-999;-999;-999;    3;   2.5;   4;-999;   0;  -999;  11.7;    -999;   11.2;   87.33;   14.8;    6.9;    4.8;eor
         78;20191020;-999;-999;-999;    3;  11.3;   4;-999;   0;  -999;  12.5;    -999;   10.4;   98.38;   12.8;    7.8;    6.3;eor
         78;20191021;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;  13.3;    -999;   12.4;   92.42;   18.3;    8.4;    6.1;eor
         78;20191022;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  12.0;    -999;   11.6;   87.79;   14.3;    7.2;    5.4;eor
         78;20191023;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;  12.6;    -999;   11.2;   94.25;   15.5;    7.6;    6.5;eor
         78;20191024;-999;-999;-999;    3;   0.5;   4;-999;   0;  -999;  13.2;    -999;   13.0;   88.63;   18.1;    7.9;    5.9;eor
         78;20191025;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  12.2;    -999;   13.6;   79.00;   16.0;   11.7;    9.9;eor
         78;20191026;-999;-999;-999;    3;   4.0;   4;-999;   0;  -999;  13.0;    -999;   16.5;   69.63;   19.1;   13.5;   11.8;eor
         78;20191027;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  10.2;    -999;    9.6;   84.58;   15.5;    5.4;    2.8;eor
         78;20191028;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   8.5;    -999;    6.4;   88.83;   12.3;    3.0;    1.3;eor
         78;20191029;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.6;    -999;    4.8;   88.58;   10.4;    0.5;   -2.1;eor
         78;20191030;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.6;    -999;    2.9;   87.88;    8.6;   -0.8;   -4.3;eor
         78;20191031;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   5.9;    -999;    1.9;   86.25;    8.3;   -2.2;   -5.5;eor
         78;20191101;-999;-999;-999;    3;   7.1;   4;-999;   0;  -999;   7.8;    -999;    3.6;   95.04;   10.3;   -2.3;   -5.7;eor
         78;20191102;-999;-999;-999;    3;   3.4;   4;-999;   0;  -999;  12.6;    -999;   12.5;   86.71;   15.2;   10.3;    9.5;eor
         78;20191103;-999;-999;-999;    3;   0.6;   4;-999;   0;  -999;  11.3;    -999;   11.3;   83.71;   13.6;    9.0;    7.8;eor
         78;20191104;-999;-999;-999;    3;   0.5;   4;-999;   0;  -999;  11.2;    -999;   10.1;   90.42;   13.1;    6.2;    3.6;eor
         78;20191105;-999;-999;-999;    3;   4.1;   4;-999;   0;  -999;  11.0;    -999;    9.0;   95.83;   10.6;    7.3;    6.3;eor
         78;20191106;-999;-999;-999;    3;   0.1;   4;-999;   0;  -999;   9.4;    -999;    6.7;   95.79;    8.6;    0.7;   -1.8;eor
         78;20191107;-999;-999;-999;    3;   2.4;   4;-999;   0;  -999;   8.7;    -999;    5.5;   95.04;    9.4;    0.6;   -2.1;eor
         78;20191108;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.6;    -999;    4.1;   93.83;   10.1;    0.7;   -1.9;eor
         78;20191109;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.5;    -999;    3.3;   96.13;    6.9;   -0.1;   -2.7;eor
         78;20191110;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.5;    -999;    1.8;   92.96;    7.8;   -1.8;   -5.2;eor
         78;20191111;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   6.7;    -999;    3.2;   87.04;    6.6;   -1.9;   -4.9;eor
         78;20191112;-999;-999;-999;    3;   2.2;   4;-999;   0;  -999;   7.6;    -999;    4.7;   89.46;    6.8;    1.8;   -1.3;eor
         78;20191113;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;   7.5;    -999;    4.4;   89.50;    7.3;    2.1;   -1.0;eor
         78;20191114;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.2;    -999;    3.9;   89.08;    7.1;   -0.1;   -2.7;eor
         78;20191115;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;   7.5;    -999;    3.9;   92.25;    5.3;    1.8;   -0.3;eor
         78;20191116;-999;-999;-999;    3;   0.2;   4;-999;   0;  -999;   7.2;    -999;    3.8;   90.25;    6.7;    1.0;   -1.8;eor
         78;20191117;-999;-999;-999;    3;  12.8;   4;-999;   0;  -999;   6.7;    -999;    1.9;   94.88;    4.6;   -2.3;   -4.7;eor
